Constituency,Region,Con,Lab,UKIP,LD,SNP,Grn,DUP,PC,SF,UUP,SDLP,Alliance,Ind,Spk,Others,ValidVotes,WinningParty,SecondPlace,WinningVotes,SecondPlaceVotes,WinningPct,Majority,MajorityPct,TurnoutPct2015,RemainPct,LeavePct,LeaveMajority,2017_winner
Streatham,London,12540.0,26474.0,1602.0,4491.0,,4421.0,,,,,,,,,405.0,49933,Labour,Conservative,26474,12540,53.0,13934,27.91,63.5,79.5,20.5,-59.0,Labour
Stretford and Urmston,North West England,12916.0,24601.0,5068.0,1362.0,,2187.0,,,,,,,,,252.0,46386,Labour,Conservative,24601,12916,53.0,11685,25.19,66.8,51.6,48.4,-3.2,Labour
Stroud,South West England,27813.0,22947.0,4848.0,2086.0,,2779.0,,,,,,,,,346.0,60819,Conservative,Labour,27813,22947,45.7,4866,8.0,75.5,54.1,45.9,-8.2,Labour
Suffolk Coastal,East of England,28855.0,10013.0,8655.0,4777.0,,3294.0,,,,,,,,,,55594,Conservative,Labour,28855,10013,51.9,18842,33.89,71.7,44.2,55.8,11.6,Conservative
Sunderland Central,North East England,9780.0,20959.0,7997.0,1105.0,,1706.0,,,,,,,,,215.0,41762,Labour,Conservative,20959,9780,50.2,11179,26.77,57.3,40.0,60.0,20.0,Labour
Surrey Heath,South East England,32582.0,6100.0,7778.0,4937.0,,2400.0,,,,,,,,,634.0,54431,Conservative,UKIP,32582,7778,59.9,24804,45.57,68.5,48.1,51.9,3.8,Conservative
Sutton and Cheam,London,20732.0,5546.0,5341.0,16811.0,,1051.0,,,,,,,,,424.0,49905,Conservative,Liberal Democrat,20732,16811,41.5,3921,7.86,72.2,48.8,51.2,2.4,Conservative
Sutton Coldfield,West Midlands,27782.0,11365.0,7489.0,2627.0,,1426.0,,,,,,,,,165.0,50854,Conservative,Labour,27782,11365,54.6,16417,32.28,67.8,48.3,51.7,3.4,Conservative
Swansea East,Wales,5142.0,17807.0,5779.0,1392.0,,,,3498.0,,,,,,,,33618,Labour,UKIP,17807,5779,53.0,12028,35.78,58.0,38.0,62.0,24.0,Labour
Swansea West,Wales,7931.0,14967.0,4744.0,3178.0,,1784.0,,2266.0,,,,,78.0,,208.0,35156,Labour,Conservative,14967,7931,42.6,7036,20.01,59.8,57.4,42.6,-14.8,Labour
South West Bedfordshire,East of England,28212.0,10399.0,7941.0,2646.0,,2106.0,,,,,,,,,,51304,Conservative,Labour,28212,10399,55.0,17813,34.72,64.4,41.4,58.6,17.2,Conservative
South West Devon,South West England,28500.0,8391.0,7306.0,3767.0,,2408.0,,,,,,,,,,50372,Conservative,Labour,28500,8391,56.6,20109,39.92,70.9,44.8,55.2,10.4,Conservative
South West Hertfordshire,East of England,32608.0,9345.0,6603.0,5872.0,,2583.0,,,,,,,,,256.0,57267,Conservative,Labour,32608,9345,56.9,23263,40.62,71.9,53.7,46.3,-7.4,Conservative
South West Norfolk,East of England,25515.0,8649.0,11654.0,2217.0,,2075.0,,,,,,,,,,50110,Conservative,UKIP,25515,11654,50.9,13861,27.66,65.1,33.8,66.2,32.4,Conservative
South West Surrey,South East England,34199.0,5415.0,5643.0,3586.0,,3105.0,,,,,,,4851.0,,320.0,57119,Conservative,UKIP,34199,5643,50.4,28556,49.99,74.1,59.4,40.6,-18.8,Conservative
South West Wiltshire,South West England,27198.0,6948.0,9030.0,5482.0,,2985.0,,,,,,,,,,51643,Conservative,UKIP,27198,9030,52.7,18168,35.18,70.7,42.4,57.6,15.2,Conservative
Tamworth,West Midlands,23606.0,12304.0,8727.0,1427.0,,1110.0,,,,,,,,,,47174,Conservative,Labour,23606,12304,50.0,11302,23.96,65.6,34.0,66.0,32.0,Conservative
Tatton,North West England,26552.0,8311.0,4871.0,3850.0,,1714.0,,,,,,,,,,45298,Conservative,Labour,26552,8311,58.6,18241,40.27,70.2,54.2,45.8,-8.4,Conservative
Taunton Deane,South West England,27849.0,5347.0,6921.0,12358.0,,2630.0,,,,,,,2568.0,,214.0,57887,Conservative,Liberal Democrat,27849,12358,48.1,15491,26.76,70.7,47.1,52.9,5.8,Conservative
Telford,West Midlands,16094.0,15364.0,7330.0,927.0,,930.0,,,,,,,,,,40645,Conservative,Labour,16094,15364,39.6,730,1.8,61.4,33.0,67.0,34.0,Conservative
Tewkesbury,South West England,30176.0,8204.0,7128.0,7629.0,,2207.0,,,,,,,,,,55344,Conservative,Labour,30176,8204,54.5,21972,39.7,70.5,46.3,53.7,7.4,Conservative
The Cotswolds,South West England,32045.0,5240.0,6188.0,10568.0,,2626.0,,,,,,,,,,56667,Conservative,Liberal Democrat,32045,10568,56.5,21477,37.9,72.4,52.3,47.7,-4.6,Conservative
The Wrekin,West Midlands,22579.0,11836.0,7620.0,1959.0,,1443.0,,,,,,,,,,45437,Conservative,Labour,22579,11836,49.7,10743,23.64,68.9,41.8,58.2,16.4,Conservative
Thirsk and Malton,Yorkshire and the Humber,27545.0,8089.0,7805.0,4703.0,,2404.0,,,,,,,,,1819.0,52365,Conservative,Labour,27545,8089,52.6,19456,37.15,67.6,43.6,56.4,12.8,Conservative
Thornbury and Yate,South West England,19924.0,3775.0,5126.0,18429.0,,1316.0,,,,,,,,,,48570,Conservative,Liberal Democrat,19924,18429,41.0,1495,3.08,73.7,46.7,53.3,6.6,Conservative
Thurrock,East of England,16692.0,16156.0,15718.0,644.0,,,,,,,,,,,354.0,49564,Conservative,Labour,16692,16156,33.7,536,1.08,63.9,29.8,70.2,40.4,Conservative
Tiverton and Honiton,South West England,29030.0,6835.0,8857.0,5626.0,,3415.0,,,,,,,,,,53763,Conservative,UKIP,29030,8857,54.0,20173,37.52,70.5,42.4,57.6,15.2,Conservative
Tonbridge and Malling,South East England,31887.0,7604.0,8153.0,3660.0,,2366.0,,,,,,,,,,53670,Conservative,UKIP,31887,8153,59.4,23734,44.22,71.7,47.5,52.5,5.0,Conservative
Tooting,London,22421.0,25263.0,1537.0,2107.0,,2201.0,,,,,,,,,,53529,Labour,Conservative,25263,22421,47.2,2842,5.31,69.7,74.7,25.3,-49.4,Labour
Torbay,South West England,19551.0,4166.0,6540.0,16265.0,,1557.0,,,,,,,,,,48079,Conservative,Liberal Democrat,19551,16265,40.7,3286,6.83,63.0,37.4,62.6,25.2,Conservative
Torfaen,Wales,8769.0,16938.0,7203.0,1271.0,,746.0,,2169.0,,,,,,,841.0,37937,Labour,Conservative,16938,8769,44.6,8169,21.53,61.3,39.2,60.8,21.6,Labour
Torridge and West Devon,South West England,28774.0,6015.0,10371.0,7483.0,,3941.0,,,,,,,,,,56584,Conservative,UKIP,28774,10371,50.9,18403,32.52,72.0,43.0,57.0,14.0,Conservative
Totnes,South West England,24941.0,5988.0,6656.0,4667.0,,4845.0,,,,,,,,,,47097,Conservative,UKIP,24941,6656,53.0,18285,38.82,68.6,46.0,54.0,8.0,Conservative
Tottenham,London,5090.0,28654.0,1512.0,1756.0,,3931.0,,,,,,,1324.0,,291.0,42558,Labour,Conservative,28654,5090,67.3,23564,55.37,60.1,76.2,23.8,-52.4,Labour
Truro and Falmouth,South West England,22681.0,7814.0,5967.0,8681.0,,4483.0,,,,,,,,,1918.0,51544,Conservative,Liberal Democrat,22681,8681,44.0,14000,27.16,70.0,52.9,47.1,-5.8,Conservative
Tunbridge Wells,South East England,30181.0,7307.0,6481.0,4342.0,,2659.0,,,,,,,,,458.0,51428,Conservative,Labour,30181,7307,58.7,22874,44.48,70.0,55.3,44.7,-10.6,Conservative
Twickenham,London,25580.0,7129.0,3069.0,23563.0,,2463.0,,,,,,,,,200.0,62004,Conservative,Liberal Democrat,25580,23563,41.3,2017,3.25,77.3,66.4,33.6,-32.8,Liberal Democrat
Tynemouth,North East England,17551.0,25791.0,6541.0,1595.0,,2017.0,,,,,,,,,,53495,Labour,Conservative,25791,17551,48.2,8240,15.4,69.0,52.2,47.8,-4.4,Labour
Upper Bann,Northern Ireland,201.0,,,,,,15430.0,,11593.0,13166.0,4238.0,1780.0,,,811.0,47219,Democratic Unionist,Ulster Unionist,15430,13166,32.7,2264,4.79,59.0,47.4,52.6,5.2,Democratic Unionist
Uxbridge and South Ruislip,London,22511.0,11816.0,6346.0,2215.0,,1414.0,,,,,,,,,509.0,44811,Conservative,Labour,22511,11816,50.2,10695,23.87,63.4,43.7,56.3,12.6,Conservative
Vale of Clwyd,Wales,13760.0,13523.0,4577.0,915.0,,,,2486.0,,,,,,,,35261,Conservative,Labour,13760,13523,39.0,237,0.67,62.4,44.1,55.9,11.8,Labour
Vale of Glamorgan,Wales,23607.0,16727.0,5489.0,1309.0,,1054.0,,2869.0,,,,,,,238.0,51293,Conservative,Labour,23607,16727,46.0,6880,13.41,71.1,47.7,52.3,4.6,Conservative
Vauxhall,London,13070.0,25778.0,1385.0,3312.0,,3658.0,,,,,,,,,738.0,47941,Labour,Conservative,25778,13070,53.8,12708,26.51,58.7,77.6,22.4,-55.2,Labour
Wakefield,Yorkshire and the Humber,14688.0,17301.0,7862.0,1483.0,,1069.0,,,,,,,,,570.0,42973,Labour,Conservative,17301,14688,40.3,2613,6.08,60.9,37.4,62.6,25.2,Labour
Wallasey,North West England,9828.0,26176.0,5063.0,1011.0,,1288.0,,,,,,,,,,43366,Labour,Conservative,26176,9828,60.4,16348,37.7,66.2,50.1,49.9,-0.2,Labour
Walsall North,West Midlands,12455.0,14392.0,8122.0,840.0,,529.0,,,,,,,,,554.0,36892,Labour,Conservative,14392,12455,39.0,1937,5.25,55.0,25.8,74.2,48.4,Conservative
Walsall South,West Midlands,13733.0,19740.0,6540.0,676.0,,1149.0,,,,,,,,,,41838,Labour,Conservative,19740,13733,47.2,6007,14.36,61.8,38.4,61.6,23.2,Labour
Walthamstow,London,5584.0,28779.0,2507.0,1661.0,,2661.0,,,,,,,,,604.0,41796,Labour,Conservative,28779,5584,68.9,23195,55.5,62.1,66.5,33.5,-33.0,Labour
Wansbeck,North East England,8386.0,19267.0,7014.0,2407.0,,1454.0,,,,,,,,,,38528,Labour,Conservative,19267,8386,50.0,10881,28.24,60.9,43.9,56.1,12.2,Labour
Wantage,South East England,31092.0,9343.0,7288.0,7611.0,,2986.0,,,,,,,,,,58320,Conservative,Labour,31092,9343,53.3,21749,37.29,69.8,53.6,46.4,-7.2,Conservative
Warley,West Midlands,7310.0,22012.0,6237.0,805.0,,1465.0,,,,,,,,,,37829,Labour,Conservative,22012,7310,58.2,14702,38.86,59.3,38.2,61.8,23.6,Labour
Warrington North,North West England,12797.0,21720.0,7757.0,1881.0,,1264.0,,,,,,,,,,45419,Labour,Conservative,21720,12797,47.8,8923,19.65,62.5,41.4,58.6,17.2,Labour
Warrington South,North West England,25928.0,23178.0,4909.0,3335.0,,1765.0,,,,,,,,,238.0,59353,Conservative,Labour,25928,23178,43.7,2750,4.63,69.4,49.4,50.6,1.2,Labour
Warwick and Leamington,West Midlands,24249.0,17643.0,4183.0,2512.0,,1994.0,,,,,,,,,,50581,Conservative,Labour,24249,17643,47.9,6606,13.06,70.5,58.9,41.1,-17.8,Labour
Washington and Sunderland West,North East England,7033.0,20478.0,7321.0,993.0,,1091.0,,,,,,,,,341.0,37257,Labour,UKIP,20478,7321,55.0,13157,35.31,54.6,38.1,61.9,23.8,Labour
Watford,East of England,24400.0,14606.0,5481.0,10152.0,,1332.0,,,,,,,,,178.0,56149,Conservative,Labour,24400,14606,43.5,9794,17.44,66.6,48.9,51.1,2.2,Conservative
Waveney,East of England,22104.0,19696.0,7580.0,1055.0,,1761.0,,,,,,,,,,52196,Conservative,Labour,22104,19696,42.3,2408,4.61,65.1,36.8,63.2,26.4,Conservative
Wealden,South East England,32508.0,6165.0,9541.0,5180.0,,3623.0,,,,,,,,,,57017,Conservative,UKIP,32508,9541,57.0,22967,40.28,71.0,47.5,52.5,5.0,Conservative
Weaver Vale,North West England,20227.0,19421.0,4547.0,1395.0,,1183.0,,,,,,,,,94.0,46867,Conservative,Labour,20227,19421,43.2,806,1.72,68.5,49.9,50.1,0.2,Labour
Wellingborough,East Midlands,26265.0,9839.0,9868.0,2240.0,,2218.0,,,,,,,,,,50430,Conservative,UKIP,26265,9868,52.1,16397,32.51,65.4,37.1,62.9,25.8,Conservative
Wells,South West England,26247.0,3780.0,5644.0,18662.0,,2331.0,,,,,,,159.0,,81.0,56904,Conservative,Liberal Democrat,26247,18662,46.1,7585,13.33,71.7,46.6,53.4,6.8,Conservative
Welwyn Hatfield,East of England,25281.0,13128.0,6556.0,3140.0,,1742.0,,,,,,,,,358.0,50205,Conservative,Labour,25281,13128,50.4,12153,24.21,68.5,47.5,52.5,5.0,Conservative
Wentworth and Dearne,Yorkshire and the Humber,6441.0,24571.0,10733.0,1135.0,,,,,,,,,,,309.0,43189,Labour,UKIP,24571,10733,56.9,13838,32.04,58.1,31.1,68.9,37.8,Labour
West Aberdeenshire and Kincardine,Scotland,15916.0,2487.0,1006.0,11812.0,22949.0,885.0,,,,,,,141.0,,,55196,SNP,Conservative,22949,15916,41.58,7033,12.74,75.2,61.4,38.6,-22.8,Conservative
West Bromwich East,West Midlands,9347.0,18817.0,7949.0,751.0,,628.0,,,,,,,,,,37492,Labour,Conservative,18817,9347,50.2,9470,25.26,58.9,32.5,67.5,35.0,Labour
West Bromwich West,West Midlands,8365.0,16578.0,8836.0,550.0,,697.0,,,,,,,,,,35026,Labour,UKIP,16578,8836,47.3,7742,22.1,53.4,30.9,69.1,38.2,Labour
West Dorset,South West England,28329.0,5633.0,7055.0,12199.0,,3242.0,,,,,,,,,,56458,Conservative,Liberal Democrat,28329,12199,50.2,16130,28.57,72.0,49.1,50.9,1.8,Conservative
West Dunbartonshire,Scotland,3597.0,16027.0,,816.0,30198.0,,,,,,,,503.0,,,51141,SNP,Labour,30198,16027,59.0,14171,27.71,73.9,62.0,38.0,-24.0,SNP
West Ham,London,8146.0,36132.0,3950.0,1430.0,,2651.0,,,,,,,,,484.0,52793,Labour,Conservative,36132,8146,68.4,27986,53.01,58.2,52.7,47.3,-5.4,Labour
West Lancashire,North West England,16114.0,24474.0,6058.0,1298.0,,1582.0,,,,,,,,,150.0,49676,Labour,Conservative,24474,16114,49.3,8360,16.83,70.0,45.1,54.9,9.8,Labour
West Suffolk,East of England,25684.0,8604.0,10700.0,2465.0,,1779.0,,,,,,,,,,49232,Conservative,UKIP,25684,10700,52.2,14984,30.44,64.6,36.8,63.2,26.4,Conservative
West Tyrone,Northern Ireland,169.0,,,,,780.0,6747.0,,16807.0,6144.0,6444.0,869.0,166.0,,528.0,38654,Sinn Fein,Democratic Unionist,16807,6747,43.5,10060,26.03,60.5,66.8,33.2,-33.6,Sinn Fein
West Worcestershire,West Midlands,30342.0,7244.0,7764.0,5245.0,,3505.0,,,,,,,,,,54100,Conservative,UKIP,30342,7764,56.1,22578,41.73,73.7,47.5,52.5,5.0,Conservative
Westminster North,London,16527.0,18504.0,1489.0,1457.0,,1322.0,,,,,,,,,215.0,39514,Labour,Conservative,18504,16527,46.8,1977,5.0,63.4,67.1,32.9,-34.2,Labour
Westmorland and Lonsdale,North West England,16245.0,2661.0,3031.0,25194.0,,1798.0,,,,,,,,,,48929,Liberal Democrat,Conservative,25194,16245,51.5,8949,18.29,74.3,52.6,47.4,-5.2,Liberal Democrat
Weston-super-Mare,South West England,25203.0,9594.0,9366.0,5486.0,,2592.0,,,,,,,,,311.0,52552,Conservative,Labour,25203,9594,48.0,15609,29.7,66.1,43.4,56.6,13.2,Conservative
Wigan,North West England,9389.0,23625.0,8818.0,1255.0,,1273.0,,,,,,,,,933.0,45293,Labour,Conservative,23625,9389,52.2,14236,31.43,59.5,37.3,62.7,25.4,Labour
Wimbledon,London,25225.0,12606.0,2476.0,6129.0,,1986.0,,,,,,,,,,48422,Conservative,Labour,25225,12606,52.1,12619,26.06,73.5,70.6,29.4,-41.2,Conservative
Winchester,South East England,30425.0,4613.0,4122.0,13511.0,,2645.0,,,,,,,,,,55316,Conservative,Liberal Democrat,30425,13511,55.0,16914,30.58,74.6,60.3,39.7,-20.6,Conservative
Windsor,South East England,31797.0,6714.0,4992.0,4323.0,,1834.0,,,,,,,,,500.0,50160,Conservative,Labour,31797,6714,63.4,25083,50.01,72.9,54.0,46.0,-8.0,Conservative
Wirral South,North West England,15566.0,20165.0,3737.0,1474.0,,895.0,,,,,,,,,,41837,Labour,Conservative,20165,15566,48.2,4599,10.99,73.5,53.4,46.6,-6.8,Labour
Wirral West,North West England,18481.0,18898.0,2772.0,1433.0,,,,,,,,,,,274.0,41858,Labour,Conservative,18898,18481,45.1,417,1.0,75.6,55.3,44.7,-10.6,Labour
Witham,East of England,27123.0,7467.0,7569.0,2891.0,,2038.0,,,,,,,,,80.0,47168,Conservative,UKIP,27123,7569,57.5,19554,41.46,70.3,39.2,60.8,21.6,Conservative
Witney,South East England,35201.0,10046.0,5352.0,3953.0,,2970.0,,,,,,,106.0,,854.0,58482,Conservative,Labour,35201,10046,60.2,25155,43.01,73.3,53.7,46.3,-7.4,Conservative
Woking,South East England,29199.0,8389.0,5873.0,6047.0,,2109.0,,,,,,,,,347.0,51964,Conservative,Labour,29199,8389,56.2,20810,40.05,70.0,56.0,44.0,-12.0,Conservative
Wokingham,South East England,32329.0,8132.0,5516.0,7572.0,,2092.0,,,,,,,,,358.0,55999,Conservative,Labour,32329,8132,57.7,24197,43.21,71.9,57.6,42.4,-15.2,Conservative
Wolverhampton North East,West Midlands,10174.0,15669.0,6524.0,935.0,,701.0,,,,,,,,,,34003,Labour,Conservative,15669,10174,46.1,5495,16.16,55.7,32.3,67.7,35.4,Labour
Wolverhampton South East,West Midlands,7761.0,18539.0,7061.0,798.0,,605.0,,,,,,,,,,34764,Labour,Conservative,18539,7761,53.3,10778,31.0,55.6,31.8,68.2,36.4,Labour
Wolverhampton South West,West Midlands,16573.0,17374.0,4310.0,845.0,,1058.0,,,,,,,,,49.0,40209,Labour,Conservative,17374,16573,43.2,801,1.99,66.6,45.6,54.6,9.0,Labour
Worcester,West Midlands,22534.0,16888.0,6378.0,1677.0,,2024.0,,,,,,,,,222.0,49723,Conservative,Labour,22534,16888,45.3,5646,11.35,70.0,46.3,53.7,7.4,Conservative
Workington,North West England,11596.0,16282.0,7538.0,1708.0,,1149.0,,,,,,,,,190.0,38463,Labour,Conservative,16282,11596,42.3,4686,12.18,65.6,39.7,60.3,20.6,Labour
Worsley and Eccles South,North West England,12654.0,18600.0,7688.0,1100.0,,1242.0,,,,,,,,,764.0,42048,Labour,Conservative,18600,12654,44.2,5946,14.14,58.3,40.2,59.8,19.6,Labour
Worthing West,South East England,26124.0,7955.0,9269.0,4477.0,,2938.0,,,,,,,,,,50763,Conservative,UKIP,26124,9269,51.5,16855,33.2,67.1,43.9,56.1,12.2,Conservative
Wrexham,Wales,10350.0,12181.0,5072.0,1735.0,,669.0,,2501.0,,,,,211.0,,,32719,Labour,Conservative,12181,10350,37.2,1831,5.6,64.2,42.7,57.3,14.6,Labour
Wycombe,South East England,26444.0,11588.0,5198.0,4546.0,,3086.0,,,,,,,,,577.0,51439,Conservative,Labour,26444,11588,51.4,14856,28.88,67.4,52.0,48.0,-4.0,Conservative
Wyre and Preston North,North West England,26528.0,12377.0,6577.0,2712.0,,1699.0,,,,,,,,,,49893,Conservative,Labour,26528,12377,53.2,14151,28.36,70.6,46.0,54.0,8.0,Conservative
Wyre Forest,West Midlands,22394.0,9523.0,7967.0,1228.0,,1117.0,,,,,,,7211.0,,,49440,Conservative,Labour,22394,9523,45.3,12871,26.03,63.8,36.9,63.1,26.2,Conservative
Wythenshawe and Sale East,North West England,11124.0,21693.0,6354.0,1927.0,,1658.0,,,,,,,,,507.0,43263,Labour,Conservative,21693,11124,50.1,10569,24.43,56.9,50.2,49.8,-0.4,Labour
Yeovil,South West England,24178.0,4053.0,7646.0,18865.0,,2191.0,,,,,,,,,,56933,Conservative,Liberal Democrat,24178,18865,42.5,5313,9.33,69.1,40.8,59.2,18.4,Conservative
Ynys Mon,Wales,7393.0,10871.0,5121.0,751.0,,,,10642.0,,,,,,,148.0,34926,Labour,Plaid Cymru,10871,10642,31.1,229,0.66,69.9,49.1,50.9,1.8,Labour
York Central,Yorkshire and the Humber,13496.0,20212.0,4795.0,3804.0,,4791.0,,,,,,,,,579.0,47677,Labour,Conservative,20212,13496,42.4,6716,14.09,63.3,61.5,38.5,-23.0,Labour
York Outer,Yorkshire and the Humber,26477.0,13348.0,5251.0,6269.0,,2558.0,,,,,,,,,,53903,Conservative,Labour,26477,13348,49.1,13129,24.36,68.6,55.1,44.9,-10.2,Conservative
